,Text,Offensive
265,""" JAMMU & KASHMIR STATE NEED BUSINESS CORRIDOR ""

Now j&k state people are in excitement and they were misguided by infiltrators. Since 10 days I got thousands of reply's received from j&k state people and some of Pakistan people's  which was I wrote thesis, regarding intolerance in j&k state.

Here some people are depend by terrorist Organisations and Pakistan MILITENTS and other Anti National Elements. Now they people are making  stone pelting on Army and Police and they raised slogans favor to Anti National attitude and wearing ISIS dressess and with Pakistan flags.

J&K State students need to get admissions in South INDIA Collages because there is no mutual understanding and interaction between j&k state and South states, In my verdict this is the big salvation for intolerance.

Need marriage proposals between South and North with j&k state people.

J&K State suffer by Lobour Acts and implementations because there is no route map for life survive with good opportunities this is the major problem in j&k State that's why teenagers following unlawful Act.

Need Industrial Hub in J&K state for better earnings.

I request to Prime Minister MODI Ji that, please bring the new reforms for j&k state for better future to our Citizens....Jai Hind 

S V P YADAV
Journalist
+918019563514",CAG
266,Should be stopped,OAG
267,Yes,NAG
268,They will now transform into the bike... I just know it... Human transformers!,CAG
269,Sir u Carry on! India now understand who are fake,CAG
270,"Pakistan on Monday rejected India's accusation that it killed two soldiers in ""unprovoked"" firing and mutilated their bodies near the Line of Control in Jammu and Kashmi #drama",NAG
271,"In other words, Indian Army is saying Pakistani soldiers went across the LoC into Indian side, Mutilated the bodies of two Indian soldiers and came back while no one on the Indian side dared them engage. 😂😂",NAG
272,What was the reason to see upswing in power sector today,NAG
273,He compared it with regard to infant mortality. Having 100% literacy rate doesn't give right to kill infants.,NAG
274,Do some research and ground work.. dude.. media is not giving correct pic.. more than 80% Indian support modi's decision..,NAG
275,Shares prices of Tata sons is going to be  increased,NAG
276,"Anirban Kundu 
So you are the pesticide",CAG
277,"Jio - A change ,aweaome jio ,slap to idea airtel",NAG
278,"You proved yourself your mentality.
Read comment , understand intellectually.
If you don't have any knowledge about visual technology. U should nt novice comment
I don't comment about scripts .",NAG
279,"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",CAG
280,"Congress is f@.ed because  of gandhis, change them make sachin pilot president",OAG
281,It is a darma ..no viletions by pak army.. India army is a presure of unrest in country..,CAG
282,"Hi team, i need some help from you, you people coverage everything, please coverage our village please,  i stay in one village, our village still dint get the patta and chitta from our land since 1947, all of the villages got this in india, in entire india only our panchayat dint get the patta and chitta for land, we have around 500 former housed, govt is saying formers are the back bone of india, we do lot of agriculture we dont get any facilities from government, we are struggling lot, please help i have reached lot of MLAs and Ministers they are asking bribe. my number @ 9663387141",CAG
283,"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",CAG
284,Secure ?? Lol,CAG
285,Hypocrites are everywhere.,CAG
286,Transfer fee is the additional backfire on Existing Monthly Budget.......,NAG
287,"It is individual choice of being working mother or not working mother, no one has right to put forth their opinion on others. it is not a competition , rather it is justice to the talent of multi tasking which is not her cup of tea look like.",CAG
288,So humble you are Mukesh Ambani.. your  pieces about Entrepreneurs  should inspire a generation.. 🙏👍👌,NAG
289,We actually need strict application of laws for such senseless drivers ..,NAG
290,whether Q2 expected to be good for bank stocks  Q2 result start from South indian bank tomorrow,NAG
291,Tum logo ko swapndosh ki bimari h isme kisi ki problem ni h.2 tukde to ho gye ab kya chah rhe ho 10 12 ho.,NAG
292,I have a very strong feeling that Jadhav had already been tortured & killed in Pak jail.,OAG
293,I remembered the scene in OMG!! where Paresh Rawal describe the same scene as this news,NAG
294,"Bot On Fire 💙 Powered By 💙 Md Adnan 💙 

Self Site <3 Faxt.tk <3
Site By 💚 Usama Ahmad 💚",NAG
295,This guy doesn't know previous SP govt n its leaders r full of goons ....idiot,OAG
296,Ab iski aukaat hi kya rah gayi hai ki BJP waale inki chinta may duble hon? Bus media Abhi bhi inko cover kar Raha hai.,OAG
297,"No other state has developed as Karnataka.. check the number of companies that are opening their over seas branch in blore.  QATAR AIRWAYS also starting local airline with base as blore...

Siddu  has got dreams to blore in his sleep.....",NAG
298,Also using the same while free schedule found phone calling very poor performance and little bit disappounted. Its not understood living in Ahmedabad gets such annoying experience then wt abt small places or towns ?,OAG
299,"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol",OAG
300,tell you  one thing your succession is after your boss resignation ...am i correct or wrong ...,NAG
301,"Why he is scolding her who gives right to MLA to shout like this on SP of city....she was only doing her duty according to law...if there is something legal according to law then it's police duty to stop that ""dharna"" police don't work according to public sentiment it work only according to law. If this MLA is really worried about liquor then why ruling party is not putting ban on liquor?",CAG
302,Well way to go for patriarchalism... We dont need a reason for a war or battle... We just need to be oblivious... It will happen on its own,NAG
303,Drona Goswami did u forget gulf states..,CAG
304,Happy? I hate this corruption & modi said he would remove it but will fail. That is what I meant. The politicians & officials are corrupt to the corr. All of us suffer.Demomonetizatio will do nothing against it.,NAG
305,"True China don't need militants , the ace product of this terrorist state ...",NAG
306,will get Z cover like salwari baba and national award like Baldy kher and rajya Sabha seat like Z owner thug. keep thugging for mire and licking RSS shoes.,OAG
307,"Pakistan was involved in duplication of Indian Currency they were sending these fake currency in India to few traitors
And now those traitors are feeling ripped off from their possessions
Most of them are hiding behind our poor people and saying gareebo ko maar diya
But actually these traitors are dying 
#salutetoPM",CAG
308,That's good I welcome GST people have to be paid tax and so tax money spent on Indian economy 😀,NAG
309,Plz look into education problem that rural children's are facing.,CAG
310,Then start resolving Kashmir issue.,CAG
311,They were muslims and they were not stealing cows but you extremism has killed both of them.. Such a Terror country who owned himself as a democrat  but infact they are extremist .. Such a shame!,OAG
312,#Karanjohar better look at it,NAG
313,The U S Government of Donald Trump will do nothing,OAG
314,Yàar my ears r bleeding  stop this 😑 get the bike on stage,CAG
315,If true this is what India needs. Innovative and creative. NOT whining ranting complaining and self destructive paranoid comments,NAG
316,We dont disturb everyday.,OAG
317,There is no comparison with RE...  It's baap of all bike's..,NAG
318,Paid Media +RSS+BJP + Anna V/S Imaandaar Kejriwaal,NAG
319,"Sonu is right... 
Muslims believe in nirakar philosophy ...
Then y they build mosque with loud speakers... They can do worship allah at home..",CAG
320,"On the occasion of International women's day,  I congratulate to all women of the world and wish them a very happy, healthy, progressive  and bright future. Let we all respect  the  women for their key role in the society as well as their directly and indirectly contribution for overall developments of the nation.Happy Women's day.. feel the power of Naari Shakti..",NAG
